Date,Artist,Title,Lyrics
2017-09-07,Yo Gotti Featuring Nicki Minaj,Rake It Up,"  [intro: yo gotti & nicki minaj] (eardrummers) aw, this the strip club anthem, nigga, whats up? young money yeah, me and mike will pull up to aod back to back them amg 63s mike will made-it, nigga  [chorus: yo gotti] i tell all my hoes, ""rake it up break it down, bag it up"" fuck it up, fuck it up (fuck it up, fuck it up) back it up, back it up (back it up, back it up) rake it up, rake it up (rake it up, rake it up) back it up, back it up (back it up, back it up) i tell all my hoes (what?) ""rake it up break it down, bag it up"" (bag it up, bag it up) fuck it up, fuck it up (fuck it up) fuck it up, fuck it up (fuck it up) fuck it up, fuck it up (fuck it up) rake it up, rake it up (rake it up)  [verse 1: yo gotti] i made love to a stripper (stripper) first i had to tip her (phrrr) 20 thousand ones (woo) she said i'm that nigga (i am) i said, ""i'm that nigga, bitch, i already know it"" (i know it) i come with bad weather (ksh) they say i'm a storm (ayy) vvs's in my charm, that's a roc-a-fella chain i was sendin' bricks to harlem back when jay was still with dame i'm in phillipe chow (what?) i got a patek on (okay) got a stripper with me, she picked up the check, holme (phrrr) she gon' fuck it up, fuck it up (fuck it up) she don't need make-up (make-up) she gon' rake it up, rake it up (rake it up) she gon' tell a nigga pay up (pay up) she said pay for the pussy, pay for the pussy (pay) wait for the pussy, wait for the pussy (wait) asked god to forgive me (why?) 'cause i prayed for the pussy, prayed for the pussy  [chorus: yo gotti] i tell all my hoes, ""rake it up break it down, bag it up"" fuck it up, fuck it up (fuck it up, fuck it up) back it up, back it up (back it up, back it up) rake it up, rake it up (rake it up, rake it up) back it up, back it up (back it up, back it up) i tell all my hoes (what?) ""rake it up break it down, bag it up"" (bag it up, bag it up) fuck it up, fuck it up (fuck it up) fuck it up, fuck it up (fuck it up) fuck it up, fuck it up (fuck it up) rake it up, rake it up (rake it up)  [verse 2: nicki minaj] yo, yo brought out the pink lamborghini just to race with chyna brought the wraith to china just to race in china lil' bad trini bitch but she mixed with china real thick vagina, smuggle bricks to china (woo) i tell all my niggas (yo) cut the check (cut the check) buss it down, turn your goofy down (down) pound i'ma do splits on it, yes, splits on it (splits) i'm a bad bitch, i'ma throw fits on it (fits) i'ma bust it open! i'ma go stupid and be a ditz on it (ditz) i don't date honey (no) cookie on tsunami (oh) all my niggas wife me once they get that good punani (oh) i think he need a bonnie, i might just let him find me never trust a big butt and a smile, word to ronnie re-rep queens like supreme, ask webb and nitti a-ask bimmy and joe, nigga run me my dough wr-wrist game is freezin' like it wait in the cold nickname is nicki but my name ain't nicole (grrr)  [chorus: yo gotti] i tell all my hoes, ""rake it up break it down, bag it up"" fuck it up, fuck it up (fuck it up, fuck it up) back it up, back it up (back it up, back it up) rake it up, rake it up (rake it up, rake it up) back it up, back it up (back it up, back it up) i tell all my hoes (what?) ""rake it up break it down, bag it up"" (bag it up, bag it up) fuck it up, fuck it up (fuck it up) fuck it up, fuck it up (fuck it up) fuck it up, fuck it up (fuck it up) rake it up, rake it up (rake it up)  [verse 3: yo gotti & too $hort] well, i'm the dough boy, the one they talkin' about all these gossipin' ass niggas got my name in they mouth i know the bad bitches but know niggas who bitches too they should bleed once a month 'cause that's what these bitches do you a (beitch) and ya bitch should expose you all that pillow talkin', nigga, that's what the hoes do you a (beitch) word to my nigga $hort we won't never write no statement, we ain't showin' up in court (beitch) we don't do no gossipin', we don't do no arguin' we don't beef on social sites, we just hit our target we don't do no rumors (rumors) we don't don't pay no shooters (brrr) you a little bitty bitch, you should work at hooters (yeah) you a old hater, you a fuckin' cougar you a (beitch) and he a (beitch) and y'all like twin sisters respect ya hustle, get ya money baby, win with us ya boyfriend actin' like a (beitch) then why you still with him?  [chorus: yo gotti] i tell all my hoes, ""rake it up break it down, bag it up"" fuck it up, fuck it up (fuck it up, fuck it up) back it up, back it up (back it up, back it up) rake it up, rake it up (rake it up, rake it up) back it up, back it up (back it up, back it up) i tell all my hoes (what?) ""rake it up break it down, bag it up"" (bag it up, bag it up) fuck it up, fuck it up (fuck it up) fuck it up, fuck it up (fuck it up) fuck it up, fuck it up (fuck it up) rake it up, rake it up (rake it up)  "
2015-03-05,Drake,Energy,"  [produced by boi-1da & ob o'brien]  [intro: dj jah walton and drake] lickwood means ""rewind"" and gunshot means ""forward"" you requested it, so we rewind yeah, way, way, way up turn it all up, yeah, look  [hook] i got enemies,  got a lot of enemies got a lot of people tryna drain me of my energy they tryna take the wave from a nigga fuckin with the kid and pray for your nigga  [verse 1] i got girls in real life tryna fuck up my day fuck goin online, that aint part of my day i got real shit poppin with my family too i got niggas that can never leave canada too i got two mortgages, thirty million in total i got niggas thatll still try fuckin me over i got rap niggas that i gotta act like i like but my actin days are over, fuck them niggas for life, yeah  [hook] i got enemies,  got a lot of enemies got a lot of people tryna drain me of this energy they tryna take the wave from a nigga fuckin with the kid and pray for your nigga  [verse 2] i got people talkin down, man, like i give a fuck i bought this one a purse, i bought this one a truck i bought this one a house, i bought this one a mall i keep buyin shit, just make sure you keep track of it all i got bitches askin me about the code for the wi-fi so they can talk about they timeline and show me pictures of they friends just to tell me they aint really friends ex-girl, she the female version of me i got strippers in my life, but they virgins to me i hear everybody talkin' 'bout what they gon' be i got high hopes for you niggas, we gon see i got money in the courts 'til all my niggas are free 'bout to call your ass a uber, i got somewhere to be i hear fairy tales bout how they gon run up on me well, run up when you see me, then, and we gon see  [hook] i got enemies,  got a lot of enemies got a lot of people tryna drain me of this energy they tryna take the wave from a nigga fuckin with the kid and pray for your nigga  [verse 3] nah, fuck all of you niggas, i aint finished yall dont wanna hear me say its a go yall dont wanna see win win, 50 or whoa i got real ones livin past kennedy road i got real ones wit' me everywhere that i go im tryna tell ya i got enemies, got a lot of enemies every time i see em, somethin wrong with their memory tryna take it away from a nigga so tired of savin all these niggas, mayne yeah, run 'em  [hook] i got enemies,  got a lot of enemies got a lot of people tryna drain me of this energy they tryna take the wave from a nigga fuckin with the kid and pray for your nigga  "
2015-01-01,Bobby Shmurda,Hot Boy,"  [verse 1] come through looking like a dope dealer ain't stuntin none ya'll broke niggas at the trap spot where we post, nigga i'm a get a mansion and a boat, nigga ferragamo frames and a coat, nigga fuck girlfriends, she's a gold digger one thing i don't need is: no nigga bought a amg benz cause it go quicker  [interlude] what the fuck, you ain't hear what the fuck i just said on that shit nigga, spin it back spinz. tank, let these niggas know what really motherfucking going on in the streets of atlanta, georgia. i'm a westside zone 3 ass nigga, nigga this life of a hot boy nigga, street money worldwide!  fresh in the vip, lit up fuck nigga try and get hit up all it take is one call, nigga i have a nigga set at ya'll niggas instagram timeline full of ya'll bitches ya'll niggas unofficial trying to act official you a pussy ass nigga, and i know it, nigga you a pussy ass nigga, and you show it, nigga balling real hard--real, real, real hard they don't even like the fact, know i'm playing with the set had the motherfucker offset white-- then i had to paint the motherfucker black how you love that? balling like a motherfucking hot boy, like we in '98 nigga, how it look?  juvenile young nigga ballin, i made a movie all these hoes in the jacuzzi  [hook] balling like a hot boy, hot boy, hot boy, hot boy, hot boy, juve sticking to the g-code, 400 beast mode ya'll niggas know how we do it balling like a hot boy, hot boy, hot boy, hot boy nigga lil' weezy feeling like birdman and meechy block out, lights out, nigga we eating balling like a hot boy, hot boy, hot boy, hot boy nigga b. gizzle chopper in the city, i'm the motherfucking made man ya'll pussy niggas in the middle balling like a hot boy, hot boy, hot boy, hot boy nigga young turk young nigga thinking [this] first young nigga putting in work  [verse 2] all star, 2014, i was drunk as fuck on bourbon young nigga just swervin' young nigga just splurgin' i came from servin' young nigga home workin' 400 degrees.  tuesdays... and thursdays beat the block, like mannie fresh young nigga been have the check quiet as hell, like uncle slim you can tell i got some m's if i don't, i'm gon' get them olympic pool bitch take a swim guerilla warfare for you and him soulja rag for soulja slim fuck around in the magnolia all my atlanta niggas screaming, ""what up, whoadie?"" big rollie, vvs's loaded in the projects, niggas want to hold it play around i'm a unload it real shit, nigga, unfolded bank rolls, nigga, overloaded nigga playing, my shit golden  [hook] balling like a hot boy, hot boy, hot boy, hot boy, hot boy, juve sticking to the g-code, 400 beast mode ya'll niggas know how we do it balling like a hot boy, hot boy, hot boy, hot boy nigga lil' weezy feeling like birdman and meechy block out, lights out, nigga we eating balling like a hot boy, hot boy, hot boy, hot boy nigga b. gizzle chopper in the city, i'm the motherfucking made man ya'll pussy niggas in the middle balling like a hot boy, hot boy, hot boy, hot boy nigga young turk young nigga thuggin' is first young nigga putting in work  [outro] ""that's you in that 'big body benz', huh?""  "
2017-03-16,Kodak Black,Tunnel Vision,"  [intro] gleeee! southside aye, lil metro on that beat  [hook] lil kodak, they don't like to see you winnin' they wanna see you in the penitentiary i need me a lil' baby who gon' listen girl, i don't wanna be the one you iggin' my mama told me: ""boy, make a decision!"" right now i gotta keep a tunnel vision i need me a lil' baby who gon' listen girl, i don't wanna be the one you iggin' lil kodak, they don't like to see you winnin' they wanna see you in the penitentiary i need me a lil' baby who gon' listen girl, i don't wanna be the one you iggin' my mama told me: ""boy, make a decision!"" right now i gotta keep a tunnel vision they sendin' all my homies on a mission and i ain't tryna miss out on these millions  [verse 1] i jumped up out the wraith, kodak bought a wraith i get any girl i want, any girl i want she want me to save the day, but i ain't got a cape she wanna see me every day, she wanna be my bae that money make me cum, it make me fornicate uh, i'm the shit, i need some toilet paper follow my player rules, then we gon' be okay on the real i need a bih' who gon' cooperate  [hook] lil kodak, they don't like to see you winnin' they wanna see you in the penitentiary i need me a lil' baby who gon' listen girl, i don't wanna be the one you iggin' my mama told me: ""boy, make a decision!"" right now i gotta keep a tunnel vision i need me a lil' baby who gon' listen girl, i don't wanna be the one you iggin' lil kodak, they don't like to see you winnin' they wanna see you in the penitentiary i need me a lil' baby who gon' listen girl, i don't wanna be the one you iggin' my mama told me: ""boy, make a decision!"" right now i gotta keep a tunnel vision they sendin' all my homies on a mission and i ain't tryna miss out on these millions  [verse 2] i told you niggas i'm gon' be that fuckin' nigga everything be good 'til you doin' better than 'em they wanna see a nigga shot or see me in the system all you niggas out here poison like snake venom codeine in my liver, rockin' balenciaga denim i'm booted even when i'm sober, i don't need a jigga they sendin' all my niggas on a fuckin' journey i told that baby to come over 'cause i'm fuckin' horny my mama told me: ""kill these niggas, son, keep it goin'!"" i'm thug to the bone, but i'm still her baby boy lil kodak, boy they hate to see you in a foreign they miss when you was in that 'yota kickin' door  [hook] lil kodak, they don't like to see you winnin' they wanna see you in the penitentiary i need me a lil' baby who gon' listen girl, i don't wanna be the one you iggin' my mama told me: ""boy, make a decision!"" right now i gotta keep a tunnel vision i need me a lil' baby who gon' listen girl, i don't wanna be the one you iggin' lil kodak, they don't like to see you winnin' they wanna see you in the penitentiary i need me a lil' baby who gon' listen girl, i don't wanna be the one you iggin' my mama told me: ""boy, make a decision!"" right now i gotta keep a tunnel vision they sendin' all my homies on a mission and i ain't tryna miss out on these millions  "
2016-08-25,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",Sucker For Pain,"  [chorus: dan reynolds] i torture you, take my hand through the flames i torture you, i'm a slave to your games (im just a sucker for pain) i wanna chain you up, i wanna tie you down oooohh, i'm just a sucker for pain  [verse 1: ty dolla $ign] i'm a sucker for pain i got the squad tatted on me from my neck to my ankles pressure from the man got us all in rebellion we gon' go to war, yeah, without failure do it for the fam dog, ten toes down dog love and the loyalty that's what we stand for alienated by society all this pressure give me anxiety walk slow through the fire like, who gon' try us? feeling the world go against us so we put the world on our shoulders  [chorus: dan reynolds] i torture you, take my hand through the flames i torture you, i'm a slave to your games (i'm just a sucker for pain) i wanna chain you up, i wanna tie you down oooohh, i'm just a sucker for pain  [verse 2: logic] i been at it with my homies it don't matter, you don't know me i been rollin' with my team, we the illest on the scene i been riding 'round the city with my squad i been riding 'round the city with my squad we just posted, getting crazy, living like this is so amazing hold up take a step back, when we roll up, cause i know what we been loyal, we been fam, we the ones you trust in won't hesitate to go straight to your head like a concussion i know i been bussin', no discussion for my family no hesitation, through my scope i see my enemy like what's up? hold up, we finna re-load up yes i re-load up, i know what up, i know what up  [chorus: dan reynolds] i torture you, take my hand through the flames i torture you, i'm a slave to your games (i'm just a sucker for pain) i wanna chain you up, i wanna tie you down oooohh, i'm just a sucker for pain  [verse 3: lil wayne] uh, devoted to destruction a full dosage of detrimental dysfunction i'm dying slow but the devil tryna rush me see i'm a fool for pain, i'm a dummy might cut my head off right after i slit my throat tongue kiss a shark, got jealous bitches up in the boat eating peanut butter and jelly fishes on toast and if i get stung i get stoked, might choke like i chewed a chunk of charcoal, naked in the north pole that's why my heart cold, full of sorrow, the lost soul and only lord knows when i'm coming to the crossroads so i don't fear shit but tomorrow and i'm a sucker for pain, it ain't nuttin' but pain you just fuckin' complain, you ain't tough as you claim just stay up in your lane, just don't fuck with lil wayne i'ma jump from my plane or stand in front of a train cause i'm a sucker for pain  [verse 4: wiz khalifa] used to doing bad, now we feel like we just now getting it ain't got no other way so we start it and finish it no pain, no gain never stand down, made our own way never going slow, we pick up the pace this is what we wanted from a young age no emotion, that's what business is lord have mercy on the witnesses  [chorus: dan reynolds] i torture you, take my hand through the flames i torture you, i'm just a sucker for pain  [outro: sam harris] more pain got me begging, begging, begging, begging, begging, begging for more pain got me begging, begging, begging, begging, begging, begging for more pain got me begging, begging, begging, begging, begging, begging for more pain got me begging...  "
2016-09-01,Tory Lanez,Luv,"  [verse 1] we ah sip the henny for the day baby bad man, we no stray baby oops i done fell for your way baby i know girl but, everyone falls...  [pre-chorus] and i know from the first time, the first time i seen your love, you got me baby even though girl i know that i will fall for you you got to know that everyone falls oops i done fell so deep baby oops i want you for me baby oops i want you for me baby oops i done fell so deep cause...  [chorus] everyone falls in love sometimes i don't know 'bout you but it ain't a crime neefi let me love you, love you, love you for long time baby neefi let me touch you, neefi let me love you 'til the morning, oh  [post-chorus] mmm, ah, mmm, ah, mmm, if you let me love you mmm, ah, mmm, ah, mmm, if you let me touch you mmm, ah, mmm, ah, mmm, if you let me love you mmm, ah, mmm, ah, mmm, if you let me love you  [verse 2] we ah sip that henny for the day baby come my, my way baby top down on the highway baby and if you let me love you, wait shawty she ain't even got a visa out of town, one night teaser need to tell them other niggas ease up i'm falling but everyone falls  [pre-chorus] and i know from the first time, the first time i seen your love, you got me baby even though girl i know that i will fall for you you got to know that everyone falls oops i done fell too deep baby oops i think you got me baby oops i want you for me baby i'm fallin' but (but everyone falls...)  [chorus] everyone falls in love sometimes i don't know 'bout you but it ain't a crime neefi let me love you, love you, love you for long time baby neefi let me touch you, neefi let me love you 'til the morning, oh  [post-chorus] mmm, ah, mmm, ah, mmm, if you let me love you mmm, ah, mmm, ah, mmm, if you let me touch you mmm, ah, mmm, ah, mmm, if you let me love you mmm, ah, mmm, ah, mmm  [bridge] and if you want me and if you let me love you now it's true what i need is someone for love me right now it's true i'm a freak it's time to love you now and if you want me i'm falling  [chorus] everyone falls in love sometimes i don't know 'bout you but it ain't a crime neefi let me love you, love you, love you for long time baby neefi let me touch you, neefi let me love you 'til the morning, oh  [post-chorus] mmm, ah, mmm, ah, mmm, if you let me love you mmm, ah, mmm, ah, mmm, if you let me touch you mmm, ah, mmm, ah, mmm, if you let me love you mmm, ah, mmm, ah, mmm, if you let me love you, yeah  "
2015-01-01,Iggy Azalea Featuring M0,Beg For It,"  [intro:  m] i'mma make you beg, i'mma make you beg for it i'mma make you beg, i'mma make you beg...  [verse 1: iggy azalea] pulled up looking picture perfect, baby high price, but i'm worth it, baby can't play with ya, i've been busy workin', baby gettin' faded in the european, swervin', ay look, describe iggy groundbreaking what the word is hit the stage, ass shakin' like i'm nervous when in new york, i be parkin' right on madison this ain't no accident, i'm killing 'em on purpose i-g-g-y did she just have to do it? baby ride with me, fly living, there ain't nothing to it and my waist slim, ass fat, you gotta have it yeah, my bake on, cake long, that's automatic  [hook: m] i know you like the way i turn it on i'm out here with my friends i'mma make you beg, i'mma make you beg for it if you don't do this right, you're going home alone i guess you'll have to beg i'mma make you beg, i'mma make you beg for it  [verse 2: iggy azalea] p-p-p-pussy power, pay me by the hour i need me a braveheart, can't deal with a coward i tell him if he ain't ballin', he should hit the showers if i pick you, you lucky, baby, this money ours all yellow gold on me, like i'm trinidad (james) sittin' drop top, wondering where the ceiling's at i know my old thang wanna bring the feeling back but i got a new thang, baby, i ain't feeling that now iggy iggy iggy, can't you see? that everybody wanna put they hands on me see i be on this money while your man on me and i need another hand with all these bands on me, wait  [hook: m] i know you like the way i turn it on i'm out here with my friends i'mma make you beg, i'mma make you beg for it if you don't do this right, you're going home alone i guess you'll have to beg i'mma make you beg, i'mma make you beg for it  [bridge: iggy azalea (m)] get up out my face like who d'you think you are? talking all this trash like blah-de-blah-de-blah (oh ay oh) nuh-uh (oh ay oh) nuh-uh (oh ay oh) get up out my face like who d'you think you are? make me wanna laugh like har-de-har-de-har (oh ay oh) nuh-uh (oh ay oh) nuh-uh  [hook: m] i know you like the way i turn it on i'm out here with my friends i'mma make you beg, i'mma make you beg for it if you don't do this right, you're going home alone i guess you'll have to beg i'mma make you beg, i'mma make you beg for it  [outro: m (and iggy azalea)] got you hooked boy, i'm like a drug if you want my love better smoke it up (make you beg for it, i'mma make you beg for it) you can look, boy, but don't you touch if you want my love make me give a fuck (make you beg for it, i'mma make you beg for it)  "
2016-01-28,G-Eazy x Bebe Rexha,"Me, Myself & I","  [hook: bebe rexha & (g-eazy)] oh, it's just me, myself and i solo ride until i die cause i got me for life (yeah) oh, i don't need a hand to hold even when the night is cold i got that fire in my soul  [verse 1: g-eazy] and as far as i can see, i just need privacy plus a whole lot of tree, fuck all this modesty i just need space to do me give the world what they're tryna see a stella maxwell right beside of me a ferrari, i'm buyin' three a closet of saint laurent, get what i want when i want cause this hunger is drivin' me, yeah i just need to be alone, i just need to be at home understand what i'm speakin' on if time is money i need a loan but regardless i'll always keep keepin' on fuck fake friends! we don't take l's, we just make m's while y'all follow, we just make trends i'm right back to work when that break ends  [hook: bebe rexha & (g-eazy)] oh, it's just me, myself and i solo ride until i die cause i got me for life (got me for life, yeah) oh i don't need a hand to hold even when the night is cold i got that fire in my soul  [post-hook: bebe rexha & (g-eazy)] i don't need anything to get me through the night except the beat that's in my heart yeah, it's keepin' me alive (keeps me alive) i don't need anything to make me satisfied (you know) cause the music does me good and it gets me every time (yeah)  [verse 2: g-eazy] yeah, and i don't like talkin' to strangers so get the fuck off me, i'm anxious i'm tryna be cool, but i may just go ape shit say ""fuck y'all!"" to all of y'all faces it changes though now that i'm famous everyone knows how this lifestyle is dangerous but i love it, the rush is amazin' celebrate nightly and everyone rages i found how to cope with my angers i'm swimmin' in money swimmin' in liquor, my liver is muddy but it's all good, i'm still sippin' this bubbly this shit is lovely, this shit ain't random, i didn't get lucky made it right here cause i'm sick with it, cuddy they all take the money for granted but don't want to work for ittell me now, isn't it funny?  [hook: bebe rexha & (g-eazy)] oh, it's just me, myself and i solo ride until i die cause i got me for life oh, i don't need a hand to hold even when the night is cold i got that fire in my soul  [post-hook: bebe rexha & (g-eazy)] i don't need anything to get me through the night except the beat that's in my heart yeah, it's keepin' me alive i don't need anything to make me satisfied cause the music fills me good and it gets me every time  [bridge: bebe rexha & (g-eazy)] like, ba-ba-ba-ba-da-ba ba-ba-ba-da-ba (yeah) ba-ba-ba-ba-da-ba ba-ba-ba-da-ba ba-ba-ba-ba-da-ba ba-ba-ba-da-ba cause the music fills me good and it gets me every time  [verse 3: g-eazy] yeah, lonely nights i laid awake pray to lord my soul to take my heart's become too cold to break know i'm great, but i'm broke as hell havin' dreams that i'm foldin' cake all my life i've been told to wait but i'ma get it now, yeah, it's no debate yeah  [hook: bebe rexha & (g-eazy)] oh, it's just me, myself and i solo ride until i die cause i got me for life (got me for life, yeah) oh, i don't need a hand to hold even when the night is cold i got that fire in my soul  [post-hook: bebe rexha & (g-eazy)] i don't need anything to get me through the night except the beat that's in my heart and it's keepin' me alive (keeps me alive) i don't need anything to make me satisfied (you know) cause the music fills me good and it gets me every time  [bridge: bebe rexha] like, ba-ba-ba-ba-da-ba ba-ba-ba-da-ba ba-ba-ba-ba-da-ba ba-ba-ba-da-ba ba-ba-ba-ba-da-ba ba-ba-ba-da-ba cause the music fills me good and it gets me every time  [produced by michael keenan] [music video]  "
2015-01-01,Beyonce,7/11,"  [pre-chorus] shoulders sideways, smack it, smack it in the air legs movin' side to side, smack it in the air legs movin' side to side, smack you  in the air shoulders sideways, smack it, smack it in the air smack it, smack it in the air, legs movin' side to side smack it, smack it in the air; smack it, smack it in the air  [chorus] wave your hands side to side, put it in the air wave your hands side to side, put it in the air clap, clap, clap like you don't care smack that, clap, clap, clap, like you don't care (i know you care)  [verse 1] clap, clap, clap, clap, clap it foot up, my foot up, hold up now my foot up i'm spinnin' my foot up, foot up yeah my foot up i'm spinnin' my foot up, put my foot down yeah my hands up my hands up, my hands up (flexin') flexin' while my hands up my hands up, my hands up, i stand up with my hands up then i put up, my hands up, i put up, my hands up i put up, my hands up then i'm spinnin' all my hands up (spinnin') spinnin' while my hands up (spinnin') spinnin' while my hands up (spinnin') spinnin' while my hands up then i'm tippin' all my hands up spinnin', i'm spinnin', i'm spinnin' while my hands up i'm spinnin', i'm spinnin', i'm spinnin' while my hands up (drank)  [bridge] hold that cup like alcohol, oh let go like alcohol hold that cup like alcohol, don't you drop that alcohol never drop that alcohol, never drop that alcohol i know you thinkin' about alcohol, i know i'm thinkin' bout that alcohol  [verse 2] man this here like rollin' dice, man this here like rollin' dice seven eleven, seven eleven, seven twice, man seven twice man it feel like rollin' dice, man this feel like rollin' dice man it feel like rollin' dice, seven twice, seven twice girl i'm tryna kick it with ya, girl i'm tryna kick it with ya man i'm tryna kick it with ya, my feet up, i kick it with ya man i swear i kick it with ya, girl i wanna kick it with ya man i know i kick it with ya, yeah i spin around and i kick it with ya  [pre-chorus] shoulders sideways, smack it, smack it in the air legs movin' side to side, smack it in the air legs movin' side to side, smack you  in the air shoulders sideways, smack it, smack it in the air smack it, smack it in the air, legs movin' side to side smack it, smack it in the air; smack it, smack it in the air  [chorus] wave your hands side to side, put it in the air wave your hands side to side, put it in the air clap, clap, clap like you don't care smack that, clap, clap, clap, like you don't care (i know you care)  [outro] wave ya hands side to side wave ya hands side to side wave ya hands from side to side wave ya hands side to side ooh wee bey be freaky deaky, think me see she pink bikini rock that groovy dye dashiki, nefertiti, edges kinky sweatin' out my blow out, sweatin' out my presses this trick about to go off, mad cause i'm so fresh fresher than you, i'm fresher than you fresher than you, oh  "
2016-03-24,Bryson Tiller,Exchange,"  [produced by the mekanics]  [verse 1] this what happen when i think bout you i get in my feelings, yeah i start reminiscing, yeah next time around, fuck, i want it to be different, yeah waiting on a sign, guess it's time for a different prayer lord, please save her for me, do this one favor for me i had to change my player ways, got way too complicated for me i hope she's waiting for me everywhere she go they playin' my song that's why i say the things that i say that way i know you can't ignore me but so, so  [hook] so give me all of you in exchange for me just give me all of you in exchange for me, for me  [break 1] break it down, yeah yes sir check  [verse 2] we used to lay up and then stay up have sex and then blow dank i shouldn't have played no games with you, just levelled up my rank last time i saw you we ain't speak, that was strange guess it's nothing i can do, man, it's true, exes change, yeah guess you changed for the better (better) i know you know how to make me jealous i was never loyal, let you tell it, yo but i'm ready to fix it if you ready, baby but so, so  [hook] so give me all of you in exchange for me just give me all of you in exchange for me, for me  [break 2] for real shawty you already know  [verse 3] yeah, is you at two keys or tin roof? turn up with young tiller, we just getting loose maybe i'm lowkey feelin' you, don't be cynical wont fuck you over, wanna fuck you over and again the truth is i ain't really here to start problems girl, i swear to god them hoes can't never say they got him know how bad you wanna tell 'em, ""don't try him"" i don't wanna tell 'em, let's surprise 'em i don't wanna get into it, why you stressin' him, i've been drivin' back and forth, from louisville to lexington, mileage on the whip, got your ass in my grip college make you wanna strip for them dollars nah girl, i got a job for you, swear to god i can do a lot for you saw you strollin' through the campus, i had to stop for you i was scrollin' through the 'gram, girl, i had to follow you say what's up with you? you got my soul  "
2015-09-10,iLoveMemphis,Hit The Quan,"  [produced by buck nasty]  [intro] i finna, i finna, finna show you how to  [hook] hit the quan, hit the quan, hit the quan, hit the quan i said get down low and swing your arm i said get down low and hit the quan i'm finna show you how to hit the quan, hit the quan, hit the quan, hit the quan i said get down low and swing your arm i said get down low and hit the quan  [verse 1] i paper chase then vanish hit the quan on her make her boyfriend panic i heart memphis, but i also love dancing i done took off on em, i don't plan on landing i call shots just do it like nike no facetime but the people want to skype me if i do time then who would really write me i stay on y'all mind but oh i think they like me clean pair of sneaks, with a designer belt please watch your step cause i'm feeling myself throw a flag on the play, man somebody get the ref go blah la la la low, man somebody get some help pulled up on the block  [hook] hit the quan, hit the quan, hit the quan, hit the quan i said get down low and swing your arm i said get down low and hit the quan i'm finna show you how to hit the quan, hit the quan, hit the quan, hit the quan i said get down low and swing your arm i said get down low and hit the quan  [verse 2] pull up on the block and do the dance like crazy this chick is hella hot but i know this chick crazy if i think she not then that makes me crazy we are both thots so we are both are crazy flexing always on my agenda your whole team rats, your ceo is master splinter bout to hit the quan and turn that girl into a member now my whole team flexing, i think we got a winner people want to dap it up but they can't get none from me i went to jail and snap it up, at least i had bum money people wanna walk around me tryna steal my lingo just make sure when you talk about me you say he's doing his thing though  [hook] hit the quan, hit the quan, hit the quan, hit the quan i said get down low and swing your arm i said get down low and hit the quan i'm finna show you how to hit the quan, hit the quan, hit the quan, hit the quan i said get down low and swing your arm i said get down low and hit the quan  "
